,article_id,comment_number,comment_content,comment_author,comment_timestamp
227,248147,113861,الله اينصر من نصر هذا الوطن ، وحامي حماه ، الله ايكسر اعداء الوطن ، وايفضح الخونة وايشتت شملهم  ، الله ايحفظ ملكنا وحبيبنا جلالة الملك محمد السادس، وايخفظ وطننا العزيز الغالي من كيد الماكرين,غير معروف,2020-08-13 13:09:57+01:00
228,248147,113866,شكرا هبةبرس على هذه المعلومات، وإن كان كذلك يجب استئصال هذه الجراثيم ورميهم في ظلمات السجون إلى الأبد.,سعيد المغربي,2020-08-13 14:07:09+01:00
229,248147,113882,عندما يذكر الأنبياء عليهم السلام يذكر معهم التسليم لِما خصّهم الله من رفعة المكانة على سائر البشر فهم اصطفاء الله و اختياره وقلوبهم و أهوائهم معصومة عن الخطأ و الكيد و الخديعة فأنت يا صاحب المقال عندما قارنت بين ما خبّأه النبي يعقوب عليه السلام في نفسه من علم خصّه الله به و معرفة وحسن نيّة لأنه نبي معصوم ولا تسري عليه أهواء النفس الأمّارة بالسوء ولا وسوسة شياطين الانس و الجن فقارنته بما يضمره هؤلاء الانفصاليون من مكائد و دسائس و هذا من العجب كيف تساوي نبيا معصوما يضمر الخير والعلم و الوحي في قلبه و نفسه و بين هؤلاء المرجو التيقن قبل القياس فأنت تتبع كلام العامة عند حديثهم وهم غير عابئين لما يقولون.,وجدة,2020-08-13 15:48:27+01:00
230,248147,113886,الحق مزعج للذين اعتادوا ترويج الباطل، حتى صدقوه. . محمد المديمي انسان شريف ومناضل استطاع ان يفضح حساب مونبيبى .الباطل ثعلب ماكر، والحق شاة وادعة، ولولا نصرة الله للحق لما انتصر.,ريفي مغربي,2020-08-13 16:00:02+01:00
231,248147,113898,لم يعد خاف على أحد الحقد الذي تكنه بعض الدول التي كانت بالأمس صديقة وشقيقة ولكن هيهات هيهات،فوطننا الحبيب غال حتى على أرواحنا والوطنيون كثر والحمد لله،اما شراء الدمم المريضة بالمال كما هو الحال في دول عربية الآن فهذا لن ينجح في بلدنا الحبيب وليخسإ الخاسؤون.,غانم,2020-08-13 17:37:47+01:00
232,248147,113922,هذا كذب و بهتان، حسب ما جاء في تقرير المركز، مفبرك من غبي، حيث في أعلاه: الصحراء المغربية، وفي أدناه: تلداخلة المحتلة. شيئ لا يصدق لتناقض العبارتين، مما يرفع الشك عن المركز، وما هي إلا مآمرة ضد رئيسه، الذي فجر قضية سوداء بمراكش.,شوقي,2020-08-13 20:45:29+01:00
233,243962,112190,تحليل جمييييل 🌷,محسن,2020-07-21 20:05:40+01:00
234,243962,112350,إذن سنة دراسية بيضاء في كل الأحوال ولكن عندي سؤال واش اللساتيذ والمديرين والمفتشين غاديين يتخلصو ولالا,كورونا,2020-07-23 21:28:29+01:00
235,243962,113232,احسنت القول,غير معروف,2020-08-03 19:37:10+01:00
236,243962,113233,احسنت القول,طه,2020-08-03 19:37:51+01:00
237,243227,111914,واش معندكش علاش تحشم عنداك دير لبنتك العرس او لولدك راه حرام,مسعف سرغيني ادريسي,2020-07-17 16:35:20+01:00
238,243227,111926,شخصيا ارى سلامة الانسان المغربى اولى من اعراس الضجيج والصخب والغضب . اعراس تنفق فيها الاف الدراهم فقط  من اجل اثارة الصخب حتى مطلع الفجر من دون احترام حتى الساعة القانونية لوقف استعمال مكبر الصوت دونما احساس انسانى للجيران او لموظف او اجير ينام الليل ليشتغل النهار . كلام رئيس الحكومة مسؤول وحكيم وكلام شبكات التنافر الاجتماعى ضلال فى ضلال ونحن نعيش اسوا فترة من حياتنا التى صارت مهددة بالفناء جراء الوباء وباء الجائحة الذى قد يحصد الاخضر واليابس اذا قدر الله . وفى الاخير انا الى جانب المصلحة العليا للبلاد ومع سياسة حكومة السيد العثمانى .والله الموفق لما فيه خير البلاد والعباد .,زوزو,2020-07-17 19:58:58+01:00
239,243227,111936,هذه الخربشات البليدة لا تستحق المساحة التي نشرت فيها. أعطوك 10 دراهم وقالوا لك خربش دون تفكير.,عمر,2020-07-17 22:52:29+01:00
240,249204,114300,مادام لا نرى رجل امن يسجل دعيرة على مواطن لايرتدي كمامة حسب ما سمعناه في الاعلام من قوانين زجرية فلا يمكننا ان نقول ان حدة انتشار هذا الوباء ستقل فالمرجو تطبيق القانون دون استرخاء,محمد,2020-08-19 15:14:31+01:00
241,249204,114301,خايفين من البوليس أو ماخايفينش من كورونا,مرحبابكم,2020-08-19 15:16:03+01:00
242,249204,114316,إلى التعليق مرحبا بكم,سيمو .,2020-08-19 17:16:46+01:00
243,249204,114336,را داكشي الي تعلمو فلمدراسة المعلمين ديما غايبين مكينش التفتيش مكينش الزيار علي القرابة كن كنكولو رد البال المعلم الا جا وداكشي لي علمتونا فلمدراسة مكناش كنقراو كنا كنحضيو المعليم لا يدخل علا غفلة وبقات فينا ديك البلية كن تعلمنا الزيار كن را مزيرين ريوسنا,جواد,2020-08-19 21:18:14+01:00
244,250088,114719,ربما تعلم بما يجري ولاكن تجاري المياه الجارية لكسب قوتلك، المواطن ليس له تقة لا بالمؤسسات ولا بالحكومة ولا بالدولة وكلنا نعلم، ولاكن لاحول ولا قوة لنا الا بالله لهذا السبب الناس لم تنخرط فيما ينصحون به، وضروف العيش كذلك.,الجاحد,2020-08-24 16:49:53+01:00
245,250088,114732,هذه قصةٌ عجيبة، وقعت ل(كورونا) مع مدينة غريبة.,مُشفق,2020-08-24 18:52:57+01:00
246,250088,114744,لو تحمل الشعب مسؤوليته اتجاه هذا الوباء لخف كل شيء الاكتضاض في الساحات العمومية والاسواق كان شيءا لم يكن المرجو الحذر ثم الحذر انه مرض فتاك لا يرحم احدا الدواء غير موجود فاما الصبر والمثابرة او الموة ا تصبرون على الألم ام تصبرون على النوم في المستشفى ام تصبرون على أكل الدواء الحذ ر فإننا أمام وباء حطم كل شيء,عبد الرحمان,2020-08-24 22:35:43+01:00
247,250171,114756,النظام الجزاءري يكره المغرب لانه يتفوق عليه في جميع المجالات ونظرا للحب المتبادل بين الملك والشعب اما هده الحملة المغردة الوسخة فهي من عمل الخابرات الجزاءرية ولكن المغاربة محصنون ولن يهتموا بمقا هده التىهات,غير معروف,2020-08-25 08:22:23+01:00
248,250171,114783,شكرا استاد اسم على مسمى انتم فعلا من دهب شكرا على الروح الوطنية وحب الملك والعاءلة الملكية الشريفة,سعبد,2020-08-25 15:25:30+01:00
249,250171,114805,ان هده الحرب القدرة للتي تقودها المخابرات الجزائرية ضد المغرب قد ساهمت في تمثين اواصر التلاحم بين العرش والشعب ولا تتنتظروا يوما قريبا ستتغير احوال الطغمة العسكرية بالجزائر ولكن المغرب وملكه الهمام في حماية الرحمان,بشير,2020-08-25 20:25:45+01:00
250,250171,114845,بلغت بهم الوقاحة والحقد والضغينة إلى ادعاء هذه الأمور الخطيرة.هل يعتقدون ان الشعب المغربي غبي ليصدق ويكثرت بما يقولون.القافلة تسيروالكلاب تنبح.,اسماعيل,2020-08-26 11:06:35+01:00
251,250171,114846,اللهم أدم على بلدنا وشعبنا وملكنا الصحة والعافية والمعافاة الدائمة في الدين والدنيا..,خالد,2020-08-26 11:22:36+01:00
252,250171,114848,مقال جميل شكلا ومضمونا. شكرا استاذ. فلقد عبرت فيه عن ما يخالج صدر كل مغربي ومغربية اتجاه الأسرة الملكية الشريفة واتجاه الوطن الحبيب.فالمغاربة على العهد مع الأسرة العلوية: بالأمس كانت ثورة الملك والشعب من أجل الاستقلال واليوم ثورة التحديث والتنمية. اما الحساد، فنقول لهم:”قل موتوا بغيضكم”.,الحزيبي,2020-08-26 11:25:51+01:00
253,250171,114858,حفظ الله بلادنا وملكنا واسرتة الغالية من كيد الأعداء,عبد الرحمان,2020-08-26 13:22:42+01:00
254,250171,114890,شكرا على هدا المقال,ربيع,2020-08-26 23:56:56+01:00
255,250171,114980,لقدفضحت طغمة العارعسكر الجزائر الحقود نعم انهم يتمنون الهلاك للمغرب رغم اننا نمد لهم ايادبنا وملكنا حفظه الله مافتء يدعوهم لفتح الحدود والتعاون,سالم,2020-08-27 22:23:42+01:00
256,251375,115359,100/100 vraie,E7h6,2020-09-01 02:04:14+01:00
257,251375,115375,اصبت كل ما كنت اريد ان اقوله ذكرته في هذا المقال .في التاني السلامة,ام,2020-09-01 09:49:48+01:00
258,253810,116703,هاد الرسم واش ديال المسلمين او لاديال النصارى,عبد الله,2020-09-14 18:17:07+01:00
259,253810,116705,الكلام الكثير لا يفيد فهناك شرح و محاولة أبعاد مثل هؤلاء المجرمين عن حبل المشنقة الاعدام ليست وسيلة كافية للحد من مثل هده الجرائم ولكن تبقى وسيلة للتخلص من هده الفئة ألثي لا يجب أن تعيش بيننا و لو في السجن حتى تعطى به العبرة لمن لا يعتبر في السابق لما كان حكم الاعدام ينفد لم تكن البشرية تشهد كثرة الإجرام عكس واقعنا الحالي,عبدو,2020-09-14 18:43:48+01:00
260,253810,116711,مقال رائع.وضع الاصبع على الجرح.ليرحمك الله يا عدنان.,شعب.,2020-09-14 20:14:19+01:00
261,253810,116720,نعم انا مع بوشعيب الحمراوي #الاعدام لا مفر منه# وهو شيء قليل في حق المجرم,Mouad kandil,2020-09-14 21:47:42+01:00
262,253810,116722,المشنقة تنادي,Mouad,2020-09-14 21:53:17+01:00
263,253810,116724,يجب التحقيق بسرعة والقاء القبض على الشبكة واعدامها جميعا,غير معروف,2020-09-14 22:28:19+01:00
264,253810,116728,لماذا الإعدام ليس كافيا الإعدام يرسل مجرما إلى بين يدي الله,انوار,2020-09-14 23:50:17+01:00
265,253810,116730,بلا مزايدات وبلا تطبيل الحق الحق والاعدام تنفيذ لامر الهي .فمن لم يحكم شرع الله فاولئك …,القصاص,2020-09-15 01:34:33+01:00
266,253810,116793,رأيي من رأيك كل ما افكر فيه لخصته بطريقة رائعة واسلوب يتستحق النشر حتى نستوعب خطورة الوضع الذي آل اليه مجتمعنا .وهدا درس لنا كي نتوقف ونبحث اين يوجد الخلل ؟,سعاد,2020-09-15 17:00:14+01:00
267,252244,115743,هذه هي نتيجة ترخيص عيد الأضحى. عندما ينبه العقلاء من هذا المنبر والجهلاء في المناصب يقررون في مصير الشعب نرى هذه الكارثة التي وصل إليها المغرب رغم سيطرته على الوباء في بدايته . والدخول المدرسي خطأ آخر .,عابر سبيل,2020-09-05 22:34:06+01:00
268,252244,116673,لا شعب واعي و لا حكومة محنكة,المغربي الغاضب,2020-09-14 06:26:28+01:00
269,254304,116922,مقال يلخص كل شيئ,مريم,2020-09-17 13:42:05+01:00
270,253479,116412,الاعدام…….اما السجن يكل يشرب ونوم والحقوق!!!,محمد,2020-09-12 17:41:59+01:00
271,253479,116416,الاعدام سيخلصه من الدنيا .عليه ان يبقى حيا ويتجرع المرارة من خلال الاعمال الشاقة المؤبدة,عبد الرحمان,2020-09-12 18:19:14+01:00
272,253479,116422,لماذا تم اعدام الكومسير الان بعض ضحاياه من علية القوم اما اذا كان الضحايا من عامة الشعب فالاعدام ممنوع. ان الاعدام هو الحل لمثل هؤلاء القتلة. ودعونا من الفلسفة الخاوية,ملاحظ,2020-09-12 18:46:52+01:00
273,253479,116490,Je pense qu’il est temps d’imposer la vidéosurveillance urbaine .,salah,2020-09-12 22:37:57+01:00
274,239666,110380,Lah i3tiha saha we najah inchaalah,Essaid Bouktitya mo9im bi madinat madrid 3amil bi baladyat madrid,2020-06-29 17:37:31+01:00
275,239618,110279,السلام عليكم كم شخصا حرمتموه من لقاء اهله ابناءه اباءه والله لن نسمح لاحد عند الله سبحانه و تعالى قصر و كان سبب معاناتنا في عدم الالتحاق باسرنا اهلنا اصدقاءنا بلدنا.,رشيد برشلونة,2020-06-28 11:18:30+01:00
276,239618,110280,حسبي الله و نعم الوكيل فيكم.تهور و لامبلاة هذه الحكومة الفاشلة و قراراتها صدمتنا في العمق,مغترب,2020-06-28 11:29:11+01:00
277,239618,110285,استغرب لمثل هذا الكلام هذه الزوبعة حول المهاجرين عندما يتم فتح الحدود من اراد ان يدخل او يخرج فله ذلك حسب ما يتم الاتفاق عليه مع الدول اما تحميل المغرب المسؤولية فانه مجاني المهاجرين اعتادوا على الدخول بالاستقبال و توفير كافة الظروف الجيدة ولكن مع ذلك تجد بعضهم يشتم وبسب. عندما يتم فتح الحدود كل واحد يدير ما اراد. لبغى يجي يجي ولم بغاش الله عاونو وانتهى الكلام.,ملاحظ,2020-06-28 12:15:58+01:00
278,239618,110286,اين كانت الناءبة المحترمة التي تنتمي الى الاصالة والمعاصرة عندما كانت الجالية تتخبط في مشكل العالقين لديها في دول المهجر ؟؟؟,ابو مريم,2020-06-28 12:25:13+01:00
279,239618,110294,كانت لي رحلة من فرانكفورت الى الناضور في أواخر شهر يوليوز وألغيت ولا تعويضات الامر ليس بالهين ولكن قدر الله وما شاء فعل,عبد الواحد,2020-06-28 14:40:51+01:00
280,239618,110306,إلى بعض المتنمرين إلغاء عودة المهاجرين هده السنة تضر مباشرة بالاقتصاد المغربي لكن الغريب هو بعض الغوغاء يتكلمون وكأن اقتصاد المغرب هو اقتصاد دول غربية تعيشون مع المهاجرين وتجحدون فضلهم فعلا غريب أمركم,رشيد,2020-06-28 18:40:38+01:00
281,239618,110311,حسبنا الله ونعم الوكيل.,من فرنسا,2020-06-28 19:51:08+01:00
282,239917,110419,احسن ما يجب التنبه ايه لان الجميع اصبح يترقب.,نور الاسلام,2020-06-30 12:40:08+01:00
283,240080,110462,علاش منقيتوش كتخبروا على الرحلات قبل ما يجيو الناس كيتسناو يسمعوا اخبار على موعد الرحلات ديالهم وشكرا,زروال احمد,2020-06-30 21:30:07+01:00
284,240254,110533,هذا كلام للمزايدة من يمنع المغاربة من العودة الى المغرب عندما يتم فتح الحدود فكل واحد حر في المجيء الى بلده او لا ام انه ضروري نحط من يستقبلهم في الحدود كل واحد يعتمد على نفسه لاننا نعيس ظروف استثنائية من اراد المجيء الى بلده مرحبا به اما الذين كانوا يسترزقون من عملية مرحبة فليعلموا ان مفتوح لكل المغاربة ويحرص على خدمة مواطنيه مهما استطاع. وكفى من الكذب والنفاق.,متتبع,2020-07-01 16:45:43+01:00
285,240254,110534,"Franchement, les gens sont des idiots! Vous ne savez pas qu’ils leur qu’à doser l’oxygène que respirent les marocains. Gardez votre fric chez vous! S’ils veulent ruiner l’économie du pays c’est leur affaire. Ils ne se préoccuperont jamais du bien être du peuple. Eux, ils sont bien gras !",Stop!,2020-07-01 16:54:55+01:00
286,240254,110535,إذا كان هذا المرصد يتوفر على الإمكانيات المادية اللوجستية و البشرية، فاليتكفل هو بعملية مرحبا. أما أن ينتقد من أجل النقد و كسب التعاطف، بكتابة مواضيع إنشائية من المستوى الإبتدائي (جل هؤلاء الأشخاص ذووا تكوين أدبي لا يفقهون لا في علوم التسيير، ولا في تسيير المرفق و المالية العمومية) فهذا ضرب من الخيال والمس. كونوا  واقعيين. إذا أسندت الأمور لغير اهلها، فانتظر الساعة.,سعيد,2020-07-01 17:11:33+01:00
287,240254,110536,هاد المركز شاف غير هملية مىحبا ماشافش العالقين هادى شهور وهما مشردين فشوارع العالم,عالق,2020-07-01 17:14:40+01:00
288,240254,110556,السلام عليكم ورحمة الله وبركاته,الزياني عبدالله,2020-07-01 20:35:43+01:00
289,240254,110564,كلام منطقي وواقعي الجالية هنا كلها ذهبت إلى تركيا وإسبانيا هناك من يريد أن يبيع املاكه  التي يملكها في المغرب ويستثمرها في تركيا او اسبانيا الجالية بدأت تنسلخ من هويتها المغربية !,مهاجر,2020-07-01 22:17:26+01:00
290,240254,110569,كلام في صميم,غير معروف,2020-07-01 23:00:26+01:00
291,240254,110574,سلامة الارواح قبل ركب الالواح يا هذا .,زوزو,2020-07-01 23:47:27+01:00
292,240254,110575,-حقيقه الحكومه يجب أن تتخذ التدبير اللازمه لمصلحه الوطن وايضا مصلحه المواطنين في الخارج لا تفريط ولا إفراط,غير معروف,2020-07-01 23:52:34+01:00
293,240414,110614,لاتشاركوا في أشياء لا علم لكم بها . المرأة المغربية في أوروبا أصبحت مستعدة للتضحية بأقرب الناس عندها (الأبناء) من أجل المال .المرأة المغربية أصبحت كارثة وبدون أخلاق ولا دين تمشي مع …  .  من أجل المال وفي بعض الأحياء من أجل الرقص وشرب الشيشا والتدخين و.. …. أعرف حالات عدة في بعض اللحضات اخجل ان اقول أنني مغربي .وكلامي هذا  لا أعمم به كل المغربيات.,مهاجر,2020-07-02 15:37:22+01:00
294,240414,110615,alho a3lam wach shih wala talfi9a,abdelali,2020-07-02 15:56:29+01:00
295,240414,110649,إلى مهاجر,عزيز,2020-07-02 22:10:08+01:00
296,240414,110652,هذا ليس شذوذا.لأن الالجاني و الضحية من جنسين مختلفين.ذكر و أنثى.أما الشذوذ فهو اللواط و السحاق أو مع الحيوانات.,مغربي,2020-07-02 22:20:59+01:00
297,240699,110757,الدول الاوربیة لیست راضیة علی سیاسة المغرب للبقاء علی اغلاق مجاله الجوي في وجههم واصبحوا یعاملونه بالمثل٠ بالفعل٫ لا احد یفهم   هذه التصرفات الغیر العادیة والتي لا   تضر بالاقتصاد المغربي٠,عباقرة المغرب,2020-07-03 21:36:34+01:00
298,240699,110758,سؤال بايخ من حق اي دولة رفض قبول الدخول اليها والمغرب باغلاق حدوده لمصلحة مواطنيه والمانيا تتعامل بانتقائية لان المواد التي يستعملها لا يشتريها منها لذلك فهي تريد ابتزاز المغرب فقط ولا يهمنا قرارها لان سيادة بلادنا فوق كل اعتبار.,الحاج,2020-07-03 21:37:35+01:00
299,240699,110762,لكل دولة الحق في اتخاد التدابيؤر التي تراها مناسبة وبخصوص المغاربة فهم غير مرحب بهم في معظم بفاع العالم لان سياسة المغرب انعكست على المواطنين وزد على دلك اصبح الاوربيين يكرهون المغاربة ولا يريدونهم بينهم هنا وجب عليهم العمل والاقامة في بلدهم وليس عند غيرهم حتى تكون لهم كرامة وكرامتهم من كرامة المغرب,سلاوي,2020-07-03 22:17:26+01:00
300,240699,110766,عوض طرحك لسؤالك لوزير الخارجية يا برلماني حول استتناء المانيا واسبانيا المغرب من الدخول الى اراضيها كان بالاحرى طرح سؤالك عليه حول فتح الحدود اولا لانه لا يعقل ان يبقى المغرب منغلق وتلوم المانيا او اسبانيا لانه عوملتم على اجراءكم هدا وكانكم ابتلعتم السنتكم متى تفتح الحدود وسؤالكم فيه نفاق سياسي اولا,abdellah,2020-07-03 23:39:17+01:00
301,240699,110815,مشكل تجاري، فالمانيا لاتعترف بنتائج التحاليل المغربية تريد أن تبيع للمغرب المواد للكشف عن التحليل,متتبع,2020-07-04 14:00:24+01:00
302,240699,110824,يجب فتح الحدود المغربية أولا ويبق التعليق على الدول الأخرى حكومة ساكتة,نورة,2020-07-04 15:46:41+01:00
303,240739,110856,المغاربة لا اعتبار لهم حتى كيجبو المداليات عاد كيتحسبو مغاربة,غير معروف,2020-07-04 21:46:46+01:00
304,240998,110976,وما مصير للعلقين في امارات ناس بقين هنا كنت مبرمجا والغيات لمدا,Fatybenali,2020-07-06 07:44:02+01:00
305,241342,111031,هذا هو بيت القصيد 45 الف رجعت إلى بلدان إقامتهم ومن الذي ارجعمهم الدول التي يقطنون بها بعدما عقدتكم المسطرة من هولندا ومازال هناك عالقون لم يجدوا حلا للرجوع إلى أماكن عملهم ولازال اكثر من  30الف مغربي عالق لحد الان في الغربة,عبد العاطي,2020-07-07 12:25:28+01:00
306,241342,111033,وماذا عن الاف المغاربة الذين لا زالوا عالقين بالخارج خصوصا باوربا,عالق,2020-07-07 13:14:54+01:00
307,241342,111043,الدين رجوع الى فرنسا رجوع عن طريق السفارة الفرنسية وعلى متن شركة الخطوط الفرنسية,مهاجر,2020-07-07 15:49:56+01:00
308,241342,111062,حقيقة عندما اسمع هده الارقام يتخيل لي انني لا اعيش بالمغرب من اين اتت بهده الارقام فالكثيرين منهم لازالوا ينتضرون السماح لهم بالمغادرة وليس فقط اوروبا التي فيها نسبة المجنسين كبيرة مادا عن باقي الوجهات من الخليج ومن افريقيا ومن امريكا وغيرها افتحوا لنا الحدود نلتحق بعملنا ودول اقامتنا ما الضرر في دلك  هل هده الوزيرة عندها احصائيات لنسبة العالقين هنا بالمغرب ولا اضن دلك فهم يريدون تشريد الجالية ويقطعون ارزاقها ما هدا الجهل في التسيير ومن يعوض هده الجالية في كل هده الايام التي قضتها بالمغرب,ساخط على الوضع,2020-07-07 19:56:41+01:00
309,241342,111108,اتساءل كيف نفذ 45 الف مقيم خاج المغرب دون اشارة لها من قبل، حيث قدمت طلب التحاقي بالامارات العربية مكان العمل ومصدر الرزق لي وللعائلة، دون جدوى، المرجو فتح الحدود ليتمكن العديد  من العودة الى استئناف عملهم في اقرب آجال،حتى لا نفقد فرص الشغلوتستمر المعاناة,مقيم بالامارات,2020-07-08 12:41:30+01:00
310,241342,112679,اظم صوتي لكل الجالية المغربية العالقة بالمغرب ..كفى خربتم بيوتنا و تسببتم لنا في إكتئاب من خسارة وظائفنا ببلد الاقامة )الامارات ( الله يرحم لكم الوالدين شوفوا من حالنا طلقونا نمشيوا راه والله عندنا إلتزامات بنكية و كذلك فواتر بالجملة لم ندفعها من شهر مارس ، وتعبنا من الاقتراض من الناس للعيش هنا بالمغرب ..حسبي الله ونعم الوكيل لا عيد فطر عيدناه مع الاهل و رمضان صمناه على وجبة غير كاملة ولا شفت الاهل بالمغرب للان عالقة بمدينة الرباط . وأوراق إقامتي ستنتهي قريبا بشهر غشت، ضاعت بطاقة مع الاتحاد ..ولا حكومة تتكلم وتطمننا !!! وووووو الخ الخ,عالقة بالمغرب و لا حنين لا رحيم,2020-07-27 18:03:38+01:00
311,241412,111072,مشروع تجسسي بليد لذلك لقي مباركة لجنة الجامعة.,حمو في بغداد!,2020-07-07 22:14:51+01:00
312,241400,111056,العائلة المغربية المكونة من الأم والأب والبنتين ،في طريقهم إلى مسكنهم بعد الإحتفال بعيد الميلاد مع البعض من أصدقائهم في متنزه “بالينو”، الذي يبعد عشرات الأمتار عن منزلهم.,قربوش,2020-07-07 18:42:41+01:00
313,240779,110822,هؤلاء ذهبوا من أجل السياحة. إذن هم فئة ميسورة. فلماذا لم يقوموا بالازم مع سلطات البلد الذي تصرفوا فيه أموالهم؟؟؟,Saïd,2020-07-04 15:32:52+01:00
314,240779,110834,للعلم ، حاملي الجنسية الفرنسية العالقين في المغرب أمدوا سلطات بلادهم بأرقام بطاقاتهم البنكية مقابل ترحيلهم بالطائرة من المغرب الى فرنسا سيؤدون حوالي 250اورو و البعض يتحدث على مبلغ 4000 درهم,متتبع,2020-07-04 17:29:41+01:00
315,240779,110836,نحنا مغاربة تواجدنا برشلونة من اجل السياحة وتجمهرنا و اعتصامنا امام القنصلية من اجل مطلب مشروع الا هو الترحيل الى المغرب و عدم الاقصاء و التهميش لقد تعاملنا مع هذه الاخيرة بكل روح مواطنة لعدم ثحميلها مصاريف اقامتنا منذ اعلان الطوارئ و غلق الحدود كما اعلمكم لا ينتمي لاي تنظيم او تنسيقية كما جاء في مقالكم و انما انتفتضنا بكل عفوية  من اجل الترحيل لاننا اصبحنا نعاني التشرد  والحالة النفسية المزرية في هذه البلاد .,عبد اللطيف,2020-07-04 18:07:40+01:00
316,240779,110837,العالقين ليس لهم أي انتماء .هاذ الجريدة هير كتكتب معرفة تلعبة.العالقين كطالبو بفتح الحدود,المقال كذب في كذب,2020-07-04 18:19:14+01:00
317,240779,110839,تعليقا على مقالكم احيطكم علما ان هؤلاء ضاقت بهم السبل و يعانون الأمرين منذ اقصاءهم من عملية الترحيل لانهم بعضهم تعامل بروح المواطنة الا   التخلي عن مصاريف المسكن والاكل الذي كان مخصصا من طرف الدولة كما اننا لسنا بانفصاليين او مرتزقة كما تدعدون فنحن نشبت بمغربيتنا وراء صاحب الجلالة نصره الله,Abdellatif,2020-07-04 18:22:48+01:00
318,240779,110840,كل ماكتب وسرد لا أساس له من الصحة إطلاقا صاحب المقال قرئ عليه فكتب,محمد,2020-07-04 18:40:25+01:00
319,240779,110845,موضوع مجانب للصواب مردود على صاحبه الذي هو ايضا غاءب عن الواقع.الموظوع لا يستحق النشر.,محمد عبده,2020-07-04 19:14:58+01:00
320,240779,110859,هذه لغة الفاشلين يهاجمون ليعلقوا فشلهم على الاخرين انا عالقة في برشلونة واتحدى السيد القنصل ان يتبت العكس,BACHRAOUI AMAL,2020-07-04 22:07:38+01:00
321,241746,111214,هدا القرار لا يسمن و لايغني من جوع يعني بالعربية تاعرابت ما تجيوش,مهاجر,2020-07-09 16:36:10+01:00
322,241746,111247,والله ما راجل من يركب او يسافر مع الخطوط الخطافة ومصاصين الديماء,ابوحسام,2020-07-09 22:30:01+01:00
323,242131,111423,Salut a tous mais par contre les marocaine elle vient ici son test ou l’Europe  hhhhh,azia,2020-07-11 16:52:40+01:00
324,242131,111438,والله ما طفروه,ابوحسام,2020-07-11 17:38:06+01:00
325,242131,111439,هده الرحلات  فقط العالقين اما مغاربة العالم فإن هده الشروط غير  مقبولة اطلاقا ولن يسافرون هده السنة,عابر,2020-07-11 17:39:08+01:00
326,242110,111399,اقترح علي السيد العتماني ان يهتم خصوصا بالجالية المغربية بالوطن و ان يترك الجالية بالخارج و شانها لانها باياد اميييينة هناك.,مهاجر سابق,2020-07-11 14:11:03+01:00
327,242110,111402,أصمت و لا تتكلم يا حزب الخزي و العارـ بسم الله الحمن الرحيم .ويمكرون ويمكرالله والله خير الماكرين ـ صدق الله العظيم,mohajir,2020-07-11 14:28:23+01:00
328,242110,111406,"کفا من المغالطات,همکم الوحید هو ان تحلبوا مغاربة العالم٠ افعلوا ما تشاٶون نحن في بلداننا معززون مکرمون٠ لقد ادرکنا جیدا اننا نعتبر کالبقر الحلوب فقط وشکرا علی اهتمامکم بنا٠",کفی,2020-07-11 14:38:29+01:00
329,242110,111407,كفانا من الشفوي،، تكلم عن 7000مياومة بإسبانيا لا يعرفن تحليلات ولا السفر إلى فرنسا، ،لماذا إسبانيا ترحل جاليتها والمقيمين المغاربة على ارضها والمغرب لا يفعل ذلك، ، تكلم عن عائلات بالجزيرة الخضراء بسيارات مرقمة بالمغرب الكلام طويل ولكن لا غالب إلا الله,ع الله,2020-07-11 14:40:05+01:00
330,242110,111413,القرار الذي اتى به رئيس الحكومة ليس في محط الاهتمام بالجالية المغربية الذي صرح به لم نرى اي اهتمام او الوقوف مع هذه الشريحة من ابناء الوطن هناك من  غاب عن ابناؤه ووالديه عام وعامين الكل يترقب بشغف للرجوع الى احضان الوطن ولكن كيف ومتى وعيد الاضحى على الابواب البواخر ستنطلق من جنوة وسات الفرنسية هل الجالية بالتراب الاسباني غير معنية فهم كذلك ابناء الوطن يريدون العبور من الموانئ الاسبانية الى وجهتهم نرجوا ان من كل  مسؤول ان يعيد النظر في هذا القرار والسلام عليكم,مواطن غيور,2020-07-11 15:42:34+01:00
331,242110,111414,"نطالب كجالية مغربية بان تسحب وزارة الجالية من وزير الخارجية بورويظة والوزيرة المنتدبة نزهة الوافي وغيرهم لانهم لم يقدموا اي شيء يذكر سوى البلاغات والوعود الكاذبة لامتصااص دماء المهاجرين ولا يشرفنا اناس امثالهم. نطالب ان يمثلنا اناس مثقفين نزهاء يعيشون في اوربا اوغيرها  ومنتخبون من طرف الجالية فقط, ويعرفون جيدا مشاكل الجالية ومستعدون للدفاع عن قضاياهم الكثيرة جدا بدون نفاق ولا لغة الخشب.",مهاجر,2020-07-11 15:58:10+01:00
332,242110,111415,كلام في كلام لو اجتمعو على امر واحد فقط الذي نريده هو العودة بلا تكاليف التحاليل .التذاكر الخيالية ارفقو بالجالية يا حكومة الاجتماعات الفارغة القرار الظالم للذي اتخذوه في حق عبور الجالية اين هي التسهيلات قلتم لنا لامرحبا في وطنكم تفكرون فقط في العملة لانعاش اقتصادكم حسبي الله ونعم الوكيل,Kamali,2020-07-11 16:02:05+01:00
333,242110,111416,مجرد تساؤلات:,عالق بالمغرب,2020-07-11 16:02:49+01:00
