article_id,author,category,number_of_comments,timestamp,title
479452,هسبريس من الرباط,societe,81,الثلاثاء 28 يوليوز 2020 - 07:00,"رغم طمأنة العثماني .. مغاربة يرفضون منع التنقل بمبرّر ""كورونا"""
479374,هسبريس من الرباط,societe,29,الثلاثاء 28 يوليوز 2020 - 08:00,دراسة: جائحة كورونا تَزيد من نُشوب النزاعات الزوجية بالمغرب
479431,هسبريس من الرباط,societe,24,الثلاثاء 28 يوليوز 2020 - 06:18,"منظمة تكرم شيخ الزاوية الكركرية ""سفيرا للتسامح"""
479395,هسبريس من الرباط,societe,10,الثلاثاء 28 يوليوز 2020 - 07:21,"""التعليم عن بُعد"" يتسبب في ""الإدمان الإلكتروني"""
479430,هسبريس من الرباط,societe,2,الثلاثاء 28 يوليوز 2020 - 09:15,"لجنة حقوقية تستنكر ""استفزاز"" أرسالا إيدر"
479502,هسبريس من الرباط,societe,18,الثلاثاء 28 يوليوز 2020 - 14:04,"""الأوقاف"" تسمح باستئناف الحزب الراتب‎ بشروط"
479526,هسبريس - عبد الرحيم العسري,societe,88,الثلاثاء 28 يوليوز 2020 - 17:00,"الحجز السياحي قبل ""المنع"" يسمحُ بالحصول على ""رخصة التنقل"""
479405,هسبريس - عبد الإله شبل,societe,28,الثلاثاء 28 يوليوز 2020 - 14:00,"مهنيو النقل يتهمون الحكومة بـ""الارتجالية"" ويتخوفون من ""الكارثة"""
479529,هسبريس من الرباط,societe,62,الثلاثاء 28 يوليوز 2020 - 18:10,المغرب يسجل 500 إصابة جديدة مؤكدة بكورونا خلال 24 ساعة
479455,هسبريس - محمد الراجي,societe,21,الثلاثاء 28 يوليوز 2020 - 16:00,تأخر صرف التعويضات يجهض فرحة مربيات التعليم الأولي بالعيد
479536,هسبريس - عبد الإله شبل,societe,34,الثلاثاء 28 يوليوز 2020 - 21:00,"ملف ""الكمامات القاتلة"" ينطلق .. زيان والنويضي يطلبان السراح"
479523,هسبريس - أمال كنين (صور: منير امحيمدات) ,societe,6,الأربعاء 29 يوليوز 2020 - 00:25,"مهن موسمية لعيد الأضحى تتحدى الوباء وتنعش ""رواج الأحياء"""
479519,هسبريس من الرباط,societe,5,الثلاثاء 28 يوليوز 2020 - 19:20,نصف المغاربة يؤيدون تأجيل أو إلغاء الامتحانات
479484,هسبريس - أمال كنين ,societe,7,الثلاثاء 28 يوليوز 2020 - 20:37,إسبانيا تعلن رحلتين جديدتين لعالقين في المغرب‬
479561,هسبريس من الرباط,societe,0,الأربعاء 29 يوليوز 2020 - 01:18,"منع انتشار ""كورونا"" يغلق 7 أسواق للماشية"
479528,هسبريس من الرباط,societe,17,الأربعاء 29 يوليوز 2020 - 07:00,"""فيدرالية الآباء"" تطالب الحكومة بإيضاحات حول ""الدخول المدرسي""‬"
479517,هسبريس من الرباط,societe,9,الأربعاء 29 يوليوز 2020 - 06:25,"""حزب النهج"": الشعب المغربي يجتاز فترة عسيرة"
479539,هسبريس من الرباط,societe,64,الأربعاء 29 يوليوز 2020 - 08:00,"كورونا يكسر توقع 10 آلاف حالة .. وخبير يحذر من ""كارثة عيد"""
479421,هسبريس من الدار البيضاء,societe,16,الأربعاء 29 يوليوز 2020 - 11:00,رفض مدارس خاصة تسليم وثائق للتلاميذ يدفع الآباء إلى الاحتجاج
478999,هسبريس من الرباط,politique,53,الجمعة 24 يوليوز 2020 - 12:00,"حزب يطالب برفع مقاعد اللائحة الوطنية إلى ثلث أعضاء ""النواب"""
479090,هسبريس - عبد الرحيم العسري (صور: منير محيمدات),politique,32,الجمعة 24 يوليوز 2020 - 14:00,المالكي: الحكومة تحتكر التشريع .. والتصويت الإلكتروني غير دستوري
479014,هسبريس - نورالدين إكجان,politique,59,الجمعة 24 يوليوز 2020 - 16:00,"تشبث المعارضة بحظر الرموز الدينية ينذر بمواجهة مع ""البيجيدي‬"""
479227,هسبريس - أمال كنين,politique,0,الأحد 26 يوليوز 2020 - 02:25,نقابيون يستنكرون تجاهل تشريعات مرتبطة بكورونا
479054,هسبريس - عبد السلام الشامخ,politique,46,السبت 25 يوليوز 2020 - 20:00,"هذه خلفيات مطالبة الأحزاب بتقليص ""أدوار الداخلية"" في الانتخابات"
479146,هسبريس - محمد الراجي,politique,84,الجمعة 24 يوليوز 2020 - 23:00,بنعبد الله يعتذر باسم المعارضة عن ربط التصويت بأفضلية التوظيف
479268,هسبريس من الرباط,politique,51,الأحد 26 يوليوز 2020 - 08:03,التجمعيّون ينادون بتعديل القانون التنظيمي للمالية
479093,هسبريس - محمد بلقاسم,politique,99,السبت 25 يوليوز 2020 - 13:00,"هل تمنح وزارة الداخلية ""امتيازات"" مقابل التصويت في الانتخابات؟"
479212,هسبريس - محمد بلقاسم,politique,46,الأحد 26 يوليوز 2020 - 11:00,"نقاش ""العتبة الانتخابية"" يعود إلى الواجهة قبيل استحقاقات 2021"
479400,هسبريس - عبد الرحيم العسري (صورة: منير امحيمدات),politique,33,الاثنين 27 يوليوز 2020 - 19:15,المالكي: مبادرة مجلس النواب الليبي لحل الأزمة تفتحُ آفاقاً جديدة
479294, هسبريس - عبد السلام الشامخ,politique,90,الاثنين 27 يوليوز 2020 - 09:00,"""رفاق منيب"" يتجاوزون هاجس الاندماج ويهيّئون لانتخابات 2021"
479466,هسبريس - عبد الرحيم العسري (صور: يوسف صدور) ,politique,36,الاثنين 27 يوليوز 2020 - 23:00,"الليبيون يتشبثون بدور المغرب ويبحثون تعديل ""اتفاق الصخيرات"""
479386,هسبريس - عبد السلام الشامخ,politique,280,الاثنين 27 يوليوز 2020 - 16:00,"دعوات الاستقالة والمحاسبة تلاحقُ العثماني في ليلة ""الهروب الكبير"""
479568,هسبريس من الرباط,politique,11,الثلاثاء 28 يوليوز 2020 - 23:20,جولة تقود وزير الخارجية السعودي إلى المغرب
479538,هسبريس من الرباط,politique,65,الثلاثاء 28 يوليوز 2020 - 18:29,"الرميد: رئيس الحكومة مسؤول عن ""قرار الإغلاق"""
479428,هسبريس من الرباط,politique,53,الثلاثاء 28 يوليوز 2020 - 13:00,"مطالب إلغاء لوائح الشباب تفتح صدام ""صغار الأحزاب"" وبنعبد الله‎"
479403,هسبريس من الرباط,politique,73,الثلاثاء 28 يوليوز 2020 - 02:00,"انتقاد ""الأحرار"" للمالية المعدلة يدق مسمارا جديدا في حائط الأغلبية"
479500,هسبريس من الرباط (كاريكاتير: عماد السنوني),politique,22,الأربعاء 29 يوليوز 2020 - 02:43,‪سياسة تواصل حكومة العثماني بشأن كورونا تثير انتقادات واسعة
479498,هسبريس - عبد الرحيم العسري,politique,88,الثلاثاء 28 يوليوز 2020 - 20:00,"إشعاع ""الوساطة المغربية"" بين طرفي النزاع في ليبيا يُغضب الجزائر"
479461,عبد الكريم هرواش من الناظور,regions,8,الثلاثاء 28 يوليوز 2020 - 08:16,"""شبحُ الطّرد"" يُخرج عاملين بمليلية إلى الاحتجاج"
479460,رشيد الكويرتي من فاس,regions,7,الثلاثاء 28 يوليوز 2020 - 11:05,"حملة تحسيسية لتحميل ""وقايتنا"" تنطلق بجهة فاس"
479465,مصطفى البكار,regions,4,الثلاثاء 28 يوليوز 2020 - 10:46,أزمة العطش تؤرق بال ساكنة دواوير في أولاد جرار
479450,هسبريس - عبد الإله شبل,regions,63,الثلاثاء 28 يوليوز 2020 - 09:00,"هل تلجأ السلطات إلى توسيع ""منع التنقل"" بين المدن قبل العيد؟"
479425,هسبريس من تطوان,regions,14,الثلاثاء 28 يوليوز 2020 - 09:29,"تدبير ""جائحة كورونا"" يثير القلق في جهة الشمال"
479445,أيوب صدور,regions,0,الثلاثاء 28 يوليوز 2020 - 08:56,"وزان تستقبل مرضى ""كورونا"" من عمالة المضيق"
479535,إبراهيم مغراوي من مراكش,regions,9,الثلاثاء 28 يوليوز 2020 - 18:40,"عدوى ""كورونا"" تصيب 18 جزارا في مدينة مراكش"
479481,إبراهيم مغراوي من مراكش (صور: محمد سلاوي),regions,17,الثلاثاء 28 يوليوز 2020 - 16:15,"""مربو الصردي"" ينفون التعليف بفضلات الدواجن"
479512,هسبريس - عبد الإله شبل,regions,38,الثلاثاء 28 يوليوز 2020 - 18:00,"""ارتفاع لافت"" يسم أسعار بيع الأضاحي في أسواق الدار البيضاء"
479522,رشيد بيجيكن من اشتوكة آيت باها,regions,5,الثلاثاء 28 يوليوز 2020 - 20:32,300 مخالفة و20 توقيفا بسبب الكمامة باشتوكة
479556,مصطفى البكار,regions,0,الأربعاء 29 يوليوز 2020 - 05:55,أكاديمية كلميم واد نون تحتفي بتلاميذ متفوقين
479551,إبراهيم مغراوي من مراكش,regions,1,الثلاثاء 28 يوليوز 2020 - 21:10,تفاصيل الحالة الوبائية في جهة مراكش - آسفي
479547,رشيد الكويرتي من فاس,regions,1,الثلاثاء 28 يوليوز 2020 - 22:00,"جهة فاس تحصي 161 إصابة جديدة بـ""كورونا"""
479491,هسبريس من الرباط,regions,0,الأربعاء 29 يوليوز 2020 - 04:26,"توقعات ""الأرصاد الجوية"" لطقس اليوم الأربعاء"
479540,هسبريس من الرباط,regions,36,الثلاثاء 28 يوليوز 2020 - 19:00,كورونا ينهي حياة 11 شخصا .. فاس والبيضاء تتصدران الإصابات
479553,جمال سماحي من تطوان ,regions,0,الأربعاء 29 يوليوز 2020 - 00:50,تفاصيل الحالة الوبائية بطنجة تطوان الحسيمة
479563,جمال سماحي من تطوان,regions,9,الثلاثاء 28 يوليوز 2020 - 22:33,سلطات طنجة تغلق المقاهي عند الثامنة مساء
479560,هسبريس من ورزازات,regions,1,الأربعاء 29 يوليوز 2020 - 06:45,"تسجيل 8 إصابات بـ""كورونا"" في درعة تافيلالت"
478825,هسبريس من الرباط,medias,29,الثلاثاء 21 يوليوز 2020 - 21:53,رصيف الصحافة: إحداث مناصب جديدة بالجهات تحت سلطة الولاة
478776,هسبريس من الرباط,medias,16,الثلاثاء 21 يوليوز 2020 - 16:11,"""نادي الصحافة"" يعلن تضامنه مع الإعلامي بلهيسي‎"
479564,هسبريس من الرباط,regions,0,الأربعاء 29 يوليوز 2020 - 07:52,"حملة تحسيسية بتطبيق ""وقايتنا"" في السمارة"
478717,هسبريس من الرباط,medias,5,الاثنين 20 يوليوز 2020 - 22:00,"رصيف الصحافة: مصابون بـ""كورونا"" يجتازون مباريات ""الداخلية"""
478812,هسبريس - وائل بورشاشن ,medias,5,الأربعاء 22 يوليوز 2020 - 01:02,"فدرالية حقوقية تنتقد ""المضايقات"" ضد الراضي"
479019,هسبريس - و.م .ع,medias,14,الخميس 23 يوليوز 2020 - 18:25,وفاة الصفريوي أحد رواد تقديم نشرة الأخبار بالتلفزة
478943,هسبريس من الرباط,medias,29,الأربعاء 22 يوليوز 2020 - 22:00,رصيف الصحافة: منع شيّ رؤوس الأضاحي بشوارع وأزقة طنجة
478858,هسبريس من الرباط,medias,77,الأربعاء 22 يوليوز 2020 - 11:30,"""إدارة السجون"" تكذب تصريحات الصحافي المهداوي"
479136,هسبريس من الرباط,medias,5,السبت 25 يوليوز 2020 - 02:20,هذه إشكاليات التغطيات الإعلامية لقضايا الاعتداء الجنسي بالمغرب
479036,هسبريس من الرباط,medias,20,الخميس 23 يوليوز 2020 - 22:00,"رصيف الصحافة: احتجاز ""شهادة الباك"" يجر مدارس خاصة إلى القضاء"
479098,هسبريس من الرباط,medias,11,الجمعة 24 يوليوز 2020 - 14:40,"""هيت راديو"" تطلق ""أنا المغرب وعندي الثقة فراسي"""
479348,هسبريس من الرباط,medias,17,الأحد 26 يوليوز 2020 - 22:00,"رصيف الصحافة: مراسلة تدعو إلى ""الإفراج"" عن شهادة الباكالوريا"
479168,هسبريس - وائل بورشاشن (صور: منير امحيمدات),medias,13,السبت 25 يوليوز 2020 - 12:00,"أكاديميون يثيرون شجون احترام أخلاقيات ""صاحبة الجلالة"" بالمغرب"
479152,هسبريس من الرباط,medias,63,الجمعة 24 يوليوز 2020 - 22:00,"رصيف الصحافة: ""هاديك المدينة اللِّي فالشمال"" تُغضب ""طنجاوة"""
479308,هسبريس من الرباط,economie,0,الاثنين 27 يوليوز 2020 - 06:44,التداول اليومي بسوق البنوك يفوق 6 مليارات درهم
479304,هسبريس من الرباط,economie,0,الاثنين 27 يوليوز 2020 - 03:37,مؤشرات قطاعية تواصل الانخفاض ببورصة البيضاء
479208,هسبريس من الرباط,medias,92,السبت 25 يوليوز 2020 - 22:00,"رصيف الصحافة: حكومة العثماني تقترب من تفعيل ""صندوق الزكاة"""
479546,هسبريس من الرباط,medias,0,الثلاثاء 28 يوليوز 2020 - 22:04,"""جمعية الإعلام والناشرين"" تتقدم بالشكر للملك"
479479,هسبريس - وائل بورشاشن,medias,8,الثلاثاء 28 يوليوز 2020 - 12:00,إشكالات وهموم مستقبل حرية الصحافة تجمع إعلاميين مغاربيّين
479318,هسبريس من الرباط,economie,0,الاثنين 27 يوليوز 2020 - 07:15,"""النقد العربي"" يطلب تعزيز الناتج الإجمالي والادخار"
479454,هسبريس من الرباط,medias,31,الاثنين 27 يوليوز 2020 - 22:00,رصيف الصحافة: تضحيات شغيلة الصحة تستوجب صرف تحفيزات
479350,هسبريس من الدار البيضاء,economie,3,الاثنين 27 يوليوز 2020 - 10:21,"مهنيو ""صناعة السيارات"" يختارون رئيسًا جديدًا"
479306,هسبريس من الرباط,economie,7,الاثنين 27 يوليوز 2020 - 08:43,سعر الدرهم يتحسّن أمام الأورو والدولار الأمريكي
479404,هسبريس من الرباط,economie,5,الثلاثاء 28 يوليوز 2020 - 10:07,"نقابة تنادي بحماية ""صناعات البترول"" في المغرب"
479443,عذاب العزيز الهاشمي,economie,14,الثلاثاء 28 يوليوز 2020 - 03:00,"بسبب ""كورونا"" .. هل 2020 الأسوأ اقتصاديا في تاريخ البشرية؟"
479458,هسبريس من الدار البيضاء,economie,110,الثلاثاء 28 يوليوز 2020 - 10:00,"بنهيمة يرصد 3 سيناريوهات لإنقاذ ""لارام"" من تداعيات ""كورونا"""
479303,هسبريس - مصطفى شاكري,economie,30,الاثنين 27 يوليوز 2020 - 12:00,"دعوات زجر مخالفي ""تدابير كورونا"" تتعدى الأفراد إلى ""الباطرونا"""
479463,هسبريس من الرباط,economie,19,الثلاثاء 28 يوليوز 2020 - 06:00,"""الباطرونا"" يخيّر ""مقاولات المغرب"" بخصوص الزيادة في ""السميك"""
479370,هسبريس من الرباط,economie,93,الاثنين 27 يوليوز 2020 - 11:05,مُوروكُومول يتضامن 3 شهور مع مستأجري المتاجر
479376,هسبريس - محمد الراجي,economie,32,الثلاثاء 28 يوليوز 2020 - 00:55,"قرار منع التنقل بين المدن يضع قطاع السياحة على ""شفا الكارثة"""
479375,هسبريس - عبد الإله شبل,economie,74,الثلاثاء 28 يوليوز 2020 - 11:00,"القرارات المفاجئة تثير غضب الفلاحين وتخلف خسائر لـ""الكسابة"""
479531,هسبريس من الدار البيضاء,economie,5,الثلاثاء 28 يوليوز 2020 - 20:29,"""إيكيا"" تفتح متجرا في ""موروكو مول ""الدار البيضاء"""
479530,هسبريس - أ.ف.ب,economie,0,الأربعاء 29 يوليوز 2020 - 00:22,سياحة العالم تخسر 320 مليار دولار في 5 أشهر
479575,هسبريس من الرباط,economie,76,الأربعاء 29 يوليوز 2020 - 01:35,هكذا انتقل ملف المحروقات من مجلس المنافسة إلى لجنة ملكية
479555,هسبريس من الرباط,economie,228,الثلاثاء 28 يوليوز 2020 - 21:29,الملك يأمر بتشكيل لجنة للتحقيق في تقرير حول شركات المحروقات
479501,هسبريس - يوسف لخضر,economie,12,الأربعاء 29 يوليوز 2020 - 04:53,"قانون المالية المعدل بسبب ""كورونا"" يدخل حيز التنفيذ في المغرب"
478510,هسبريس من الرباط,marocains-du-monde,8,الأحد 19 يوليوز 2020 - 06:45,إطلاق برنامج إرجاع عاملات الفراولة من إسبانيا
479438,هسبريس من الرباط,economie,51,الأربعاء 29 يوليوز 2020 - 05:55,استطلاع: نصف المغاربة يؤيدون تقوية علاقات الاقتصاد مع الصين
478400,الشيخ اليوسي من واشنطن,marocains-du-monde,60,السبت 18 يوليوز 2020 - 09:00,حكومة أمريكا تسمح للمغربي السلاوي بالاستثمار في مجال الأدوية‬
478336,جمال سماحي من تطوان ,marocains-du-monde,11,السبت 18 يوليوز 2020 - 09:10,بوادر أمل تتخلل أزمة العاملات الموسميات بإسبانيا
478879,هسبريس - محمد الراجي,marocains-du-monde,56,الخميس 23 يوليوز 2020 - 06:00,"""فحوصات السلامة من كورونا"" تعيق عودة مغاربة إلى أرض الوطن"
478738,هسبريس - أمال كنين,marocains-du-monde,15,الأربعاء 22 يوليوز 2020 - 08:28,"مغربية تهزم ""كورونا"" في 130 يوما ببريطانيا"
478524,هسبريس من الرباط,marocains-du-monde,85,الأحد 19 يوليوز 2020 - 02:21,"تنسيقية ""الأحرار"" تلتئم في لقاء تواصلي بألمانيا"
478802,هسبريس من الرباط,marocains-du-monde,54,الأربعاء 22 يوليوز 2020 - 07:00,"كورونا والإغلاق يحرمان مغاربة المهجر من الاحتفال بـ""طقوس العيد"""
478579,هسبريس من الرباط,marocains-du-monde,11,الأحد 19 يوليوز 2020 - 17:35,عودة الفوج الأول من العاملات المغربيات بإسبانيا‎
478658,هسبريس من الرباط,marocains-du-monde,64,الاثنين 20 يوليوز 2020 - 15:00,"بطء وتيرة الرحلات ""الاستثنائية"" الدّولية يثير امتعاض مغاربة العالم‎"
478563,هسبريس - محمد الراجي,marocains-du-monde,55,الاثنين 20 يوليوز 2020 - 04:00,"إغلاق ميناء ""سيت"" الفرنسي يؤجل عودة مغاربة عالقين إلى أوروبا"
478972,هسبريس من الرباط,marocains-du-monde,3,الخميس 23 يوليوز 2020 - 22:49,رحلة جوية طويلة تعيد عالقين في إثيوبيا إلى المغرب
479223,هسبريس من الرباط,marocains-du-monde,26,السبت 25 يوليوز 2020 - 18:00,"""مستثمرو الجالية"" يؤيدون دعم الوطن ضدّ الجائحة"
478979,هسبريس من الرباط,marocains-du-monde,89,الخميس 23 يوليوز 2020 - 14:00,غلاء تذاكر الرحلات الجوية يثير استياء راغبين في الدخول إلى المغرب
478986,حسن الركاز من هولندا,marocains-du-monde,18,الجمعة 24 يوليوز 2020 - 00:57,إمكانية ترحيل الجثامين تثلج صدور مغاربة العالم
479377,هسبريس من الدار البيضاء,marocains-du-monde,5,الاثنين 27 يوليوز 2020 - 14:10,"المغرب يواصل جلب ""عاملات الفراولة"" من إسبانيا‬"
478605,هسبريس من الرباط,art-et-culture,0,الاثنين 20 يوليوز 2020 - 05:18,بن يونس ماجن يصدر مجموعة شعرية جديدة
479494,هسبريس من الرباط,marocains-du-monde,15,الثلاثاء 28 يوليوز 2020 - 13:10,"""مستقبل أفضل"" يجمع تنسيقية ""الأحرار"" في ألمانيا"
478586,إبراهيم مغراوي من مراكش,art-et-culture,11,الاثنين 20 يوليوز 2020 - 08:15,"كتاب يطرح نموذجا لبناء مغرب ما بعد ""كورونا"""
478628,هسبريس - أمال كنين,art-et-culture,8,الاثنين 20 يوليوز 2020 - 14:32,حكاية المراية .. سعيدة فكري تتألق في أغنية جديدة
479238,هسبريس - أمال كنين,marocains-du-monde,4,الاثنين 27 يوليوز 2020 - 09:07,خبير أممي يحذر من ظروف اشتغال عاملات الفراولة
478555,محمد بنعزيز,art-et-culture,15,الثلاثاء 21 يوليوز 2020 - 02:50,"فيلم ""المغسلة"" .. أنوية سردية تعرّي فضيحة ""أوراق بنما"" المسرّبة"
479195,هسبريس من الرباط,marocains-du-monde,32,الأحد 26 يوليوز 2020 - 08:55,إيطاليا تستقبل رسمياً طلبات تسوية أوضاع آلاف المهاجرين المغاربة
478834,هسبريس من الرباط,art-et-culture,6,الأربعاء 22 يوليوز 2020 - 04:00,"مسرحيّون يحرّرون أب الفنون من ""الأدب"" وتأثيرات ""مسرح أرسطو"""
478804,أيوب صدور من تطوان,art-et-culture,0,الأربعاء 22 يوليوز 2020 - 00:30,دراسة تغوص في شعر النقوش بقصور الحمراء
478537,هسبريس من الرباط,art-et-culture,4,الثلاثاء 21 يوليوز 2020 - 03:55,"كوكاس يصر على مداعبة ""أحلام المغاربة"" غير منتهية الصلاحية"
478725,هسبريس من شفشاون,art-et-culture,15,الثلاثاء 21 يوليوز 2020 - 10:10,"""بنات للامنانة"" يروّجن لزيارة مدينة شفشاون"
478896,هسبريس - وائل بورشاشن,art-et-culture,25,الخميس 23 يوليوز 2020 - 10:33,"شبهة ""سرقات علمية"" تلاحق أستاذا جامعيا مغربيا"
478909,هسبريس من الرباط,art-et-culture,0,الخميس 23 يوليوز 2020 - 03:50,"مجلة ""بيت الشعر"" تُفرد عددًا خاصّا بأمجد ناصر"
478958,هسبريس - محمد الراجي,art-et-culture,13,الخميس 23 يوليوز 2020 - 03:45,"الفن يتحدى تداعيات جائحة ""كوفيد - 19"" في منتدى أصيلة الثقافي"
478577,هسبريس - أمال كنين,art-et-culture,7,الجمعة 24 يوليوز 2020 - 03:45,"مغربية عالقة في إسبانيا تحوّل محنة ""كوفيد-19"" إلى لوحات فنية"
478828,محمد بنعزيز,art-et-culture,3,السبت 25 يوليوز 2020 - 04:45,"فيلم عن الأدب .. تسلية ثقيلة في السينما و""ملاذ آمن"" زمن الحرب"
479262,هسبريس من الرباط,art-et-culture,8,الأحد 26 يوليوز 2020 - 20:50,مؤسسة تنادي بتصنيف أزمور تراثا إنسانيا عالميا
479352,هسبريس - وائل بورشاشن ,art-et-culture,8,الاثنين 27 يوليوز 2020 - 01:25,"المتاحف تستعدّ لاستقبال محبّي الثقافة والفنون بـ""نَفَسٍ مغربيّ"""
479245,هسبريس - وائل بورشاشن,art-et-culture,28,الأحد 26 يوليوز 2020 - 04:00,"اللعبي: الحصول على ""جواز فلسطيني"" أمنيّةٌ .. ولا عتاب على الأحبّة"
479109,هسبريس من الرباط,art-et-culture,31,السبت 25 يوليوز 2020 - 07:16,فنانو فضاءات الفنادق والمطاعم يشكون العطالة
479257,عزيز لعويسي,art-et-culture,0,الأحد 26 يوليوز 2020 - 06:01,"""أرشيف المغرب"" تنشر فهرس ""بروسبير ريكار"""
479489,هسبريس من الرباط,art-et-culture,0,الثلاثاء 28 يوليوز 2020 - 12:51,"""الشارقة"" تعلن الفائزين بمنحة إنتاج الأفلام القصيرة‎"
475052,هسبريس - نورالدين إكجان,tamazight,18,الثلاثاء 16 يونيو 2020 - 15:22,"فعاليات أمازيغية تعول على البرلمان لضم ""تيفيناغ"" بالبطاقة الوطنية‎"
474951,هسبريس - وائل بورشاشن,tamazight,44,الأربعاء 17 يونيو 2020 - 07:00,هكذا نقل المختار السوسي نفائس أمثال أمازيغية إلى لغة الضّاد
475931,هسبريس - محمد الراجي,tamazight,9,الأربعاء 24 يونيو 2020 - 14:50,بوكوس: غياب الأمازيغية في بطاقة التعريف يُخل باحترام الدستور
475869,كمال الوسطاني,tamazight,10,الأربعاء 24 يونيو 2020 - 06:18,بث برامج الإذاعة الأمازيغية يمتد على مدار الساعة‎
475923,هسبريس - محمد الراجي (صور: منير محيمدات),tamazight,103,الأربعاء 24 يونيو 2020 - 15:00,وزارة العدل تتيح إمكانية النطق بالأحكام القضائية باللغة الأمازيغية
476066,هسبريس من الرباط,tamazight,41,الجمعة 26 يونيو 2020 - 09:24,"""تجاهل"" الأمازيغية يوتر علاقة الحكومة والمعارضة"
475824,هسبريس - نورالدين إكجان,tamazight,179,الخميس 25 يونيو 2020 - 11:00,القائدان أكسيل وعقبة يثيران صدام سلفيين ومدافعين عن الأمازيغ‬ية
476227,هسبريس من الرباط,tamazight,94,الأحد 28 يونيو 2020 - 03:25,مقترح قانون يتيح استعمال اللغة الأمازيغية في وثيقة الحالة المدنية
476607,صالح الخزاعي من خريبكة,tamazight,75,الأربعاء 01 يوليوز 2020 - 09:30,طالب جامعي يترجم النشيد المغربي إلى الأمازيغية
477121,هسبريس من الرباط,tamazight,54,الاثنين 06 يوليوز 2020 - 07:00,"مؤلف يرصد علاقة ""المهاجرين السوسيين الأوائل"" في مدن المملكة"
478050,هسبريس من الرباط,tamazight,29,الثلاثاء 14 يوليوز 2020 - 17:46,معهد الثقافة الأمازيغية يفتح الترشّح للجائزة الوطنية
477994,هسبريس من الرباط,tamazight,25,الثلاثاء 14 يوليوز 2020 - 03:00,"الحسين الباز .. حنجرة ذهبية بارَزت أساطير ""تيرويْسا"" في سوس"
477345,هسبريس - محمد الراجي,tamazight,38,السبت 11 يوليوز 2020 - 22:00,"""أغْگمّي"" وبناء الطين .. سلاح الأمازيغ أمام الحرِّ والقرِّ في الجبال"
477126,هسبريس من الرباط,tamazight,42,الأربعاء 08 يوليوز 2020 - 03:00,العقل السياسي الأمازيغي المعاصر .. وفاء للفكرة وإخلاص للموقف
478786,أحمد عصيد,tamazight,22,الثلاثاء 21 يوليوز 2020 - 08:24,"عصيد: مشكلة حميش مع الأمازيغية تنغمس في ""المواقف الشخصية"" (2)"
478013,مصطفى ملو,tamazight,16,الأربعاء 15 يوليوز 2020 - 05:00,"""لْعنصرت"" .. عندما ""يُبخِّر"" سكان ""أسامر"" للزرع والضرع بالحرمل"
478787,أحمد عصيد,tamazight,36,الثلاثاء 21 يوليوز 2020 - 10:36,"عصيد: مشكلة حميش مع الأمازيغية تنغمس في ""المواقف الشخصية"" (3)"
